Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Rotorua district","45-49 years","Total people, ethnic group","Male","2001",2100,
"Rotorua district","45-49 years","Total people, ethnic group","Female","2001",2310,
"Whakatane district","45-49 years","Total people, ethnic group","Male","2001",1160,
"Whakatane district","45-49 years","Total people, ethnic group","Female","2001",1140,
"Kawerau district","45-49 years","Total people, ethnic group","Male","2001",210,
"Kawerau district","45-49 years","Total people, ethnic group","Female","2001",210,
"Opotiki district","45-49 years","Total people, ethnic group","Male","2001",260,
"Opotiki district","45-49 years","Total people, ethnic group","Female","2001",310,
"Gisborne district","45-49 years","Total people, ethnic group","Male","2001",1540,
"Gisborne district","45-49 years","Total people, ethnic group","Female","2001",1510,
"Wairoa district","45-49 years","Total people, ethnic group","Male","2001",330,
"Wairoa district","45-49 years","Total people, ethnic group","Female","2001",300,
"Hastings district","45-49 years","Total people, ethnic group","Male","2001",2250,
"Hastings district","45-49 years","Total people, ethnic group","Female","2001",2380,
"Napier city","45-49 years","Total people, ethnic group","Male","2001",1710,
"Napier city","45-49 years","Total people, ethnic group","Female","2001",1930,
"Central Hawke's Bay district","45-49 years","Total people, ethnic group","Male","2001",500,
"Central Hawke's Bay district","45-49 years","Total people, ethnic group","Female","2001",520,
"New Plymouth district","45-49 years","Total people, ethnic group","Male","2001",2360,
"New Plymouth district","45-49 years","Total people, ethnic group","Female","2001",2400,
"Stratford district","45-49 years","Total people, ethnic group","Male","2001",290,
"Stratford district","45-49 years","Total people, ethnic group","Female","2001",290,
"South Taranaki district","45-49 years","Total people, ethnic group","Male","2001",980,
"South Taranaki district","45-49 years","Total people, ethnic group","Female","2001",870,
"Ruapehu district","45-49 years","Total people, ethnic group","Male","2001",510,
"Ruapehu district","45-49 years","Total people, ethnic group","Female","2001",450,
"Wanganui district","45-49 years","Total people, ethnic group","Male","2001",1520,
"Wanganui district","45-49 years","Total people, ethnic group","Female","2001",1590,
"Rangitikei district","45-49 years","Total people, ethnic group","Male","2001",500,
"Rangitikei district","45-49 years","Total people, ethnic group","Female","2001",500,
"Manawatu district","45-49 years","Total people, ethnic group","Male","2001",930,
"Manawatu district","45-49 years","Total people, ethnic group","Female","2001",940,
"Palmerston North city","45-49 years","Total people, ethnic group","Male","2001",2160,
"Palmerston North city","45-49 years","Total people, ethnic group","Female","2001",2460,
"Tararua district","45-49 years","Total people, ethnic group","Male","2001",660,
"Tararua district","45-49 years","Total people, ethnic group","Female","2001",640,
"Horowhenua district","45-49 years","Total people, ethnic group","Male","2001",900,
"Horowhenua district","45-49 years","Total people, ethnic group","Female","2001",970,
"Kapiti Coast district","45-49 years","Total people, ethnic group","Male","2001",1350,
"Kapiti Coast district","45-49 years","Total people, ethnic group","Female","2001",1390,
"Porirua city","45-49 years","Total people, ethnic group","Male","2001",1560,
"Porirua city","45-49 years","Total people, ethnic group","Female","2001",1630,
"Upper Hutt city","45-49 years","Total people, ethnic group","Male","2001",1280,
"Upper Hutt city","45-49 years","Total people, ethnic group","Female","2001",1250,
"Lower Hutt city","45-49 years","Total people, ethnic group","Male","2001",3220,
"Lower Hutt city","45-49 years","Total people, ethnic group","Female","2001",3280,
"Wellington city","45-49 years","Total people, ethnic group","Male","2001",5470,
"Wellington city","45-49 years","Total people, ethnic group","Female","2001",5820,
"Masterton district","45-49 years","Total people, ethnic group","Male","2001",850,
"Masterton district","45-49 years","Total people, ethnic group","Female","2001",820,
"Carterton district","45-49 years","Total people, ethnic group","Male","2001",280,
"Carterton district","45-49 years","Total people, ethnic group","Female","2001",270,
"South Wairarapa district","45-49 years","Total people, ethnic group","Male","2001",300,
"South Wairarapa district","45-49 years","Total people, ethnic group","Female","2001",310,
"Tasman district","45-49 years","Total people, ethnic group","Male","2001",1570,
"Tasman district","45-49 years","Total people, ethnic group","Female","2001",1530,
"Nelson city","45-49 years","Total people, ethnic group","Male","2001",1480,
"Nelson city","45-49 years","Total people, ethnic group","Female","2001",1600,
"Marlborough district","45-49 years","Total people, ethnic group","Male","2001",1450,
"Marlborough district","45-49 years","Total people, ethnic group","Female","2001",1440,
"Kaikoura district","45-49 years","Total people, ethnic group","Male","2001",130,
"Kaikoura district","45-49 years","Total people, ethnic group","Female","2001",140,
"Buller district","45-49 years","Total people, ethnic group","Male","2001",400,
"Buller district","45-49 years","Total people, ethnic group","Female","2001",330,
"Grey district","45-49 years","Total people, ethnic group","Male","2001",510,
"Grey district","45-49 years","Total people, ethnic group","Female","2001",450,
"Westland district","45-49 years","Total people, ethnic group","Male","2001",300,
"Westland district","45-49 years","Total people, ethnic group","Female","2001",300,
"Hurunui district","45-49 years","Total people, ethnic group","Male","2001",400,
"Hurunui district","45-49 years","Total people, ethnic group","Female","2001",380,
"Waimakariri district","45-49 years","Total people, ethnic group","Male","2001",1440,
"Waimakariri district","45-49 years","Total people, ethnic group","Female","2001",1350,
"Christchurch city","45-49 years","Total people, ethnic group","Male","2001",11120,
"Christchurch city","45-49 years","Total people, ethnic group","Female","2001",11740,
"Selwyn district","45-49 years","Total people, ethnic group","Male","2001",1100,
"Selwyn district","45-49 years","Total people, ethnic group","Female","2001",1060,
"Ashburton district","45-49 years","Total people, ethnic group","Male","2001",1000,
"Ashburton district","45-49 years","Total people, ethnic group","Female","2001",910,
"Timaru district","45-49 years","Total people, ethnic group","Male","2001",1530,
"Timaru district","45-49 years","Total people, ethnic group","Female","2001",1510,
"Mackenzie district","45-49 years","Total people, ethnic group","Male","2001",160,
"Mackenzie district","45-49 years","Total people, ethnic group","Female","2001",140,
"Waimate district","45-49 years","Total people, ethnic group","Male","2001",260,
"Waimate district","45-49 years","Total people, ethnic group","Female","2001",250,
"Chatham Islands territory","45-49 years","Total people, ethnic group","Male","2001",30,
"Chatham Islands territory","45-49 years","Total people, ethnic group","Female","2001",20,
"Waitaki district","45-49 years","Total people, ethnic group","Male","2001",760,
"Waitaki district","45-49 years","Total people, ethnic group","Female","2001",770,
"Central Otago district","45-49 years","Total people, ethnic group","Male","2001",580,
"Central Otago district","45-49 years","Total people, ethnic group","Female","2001",550,
"Queenstown-Lakes district","45-49 years","Total people, ethnic group","Male","2001",630,
"Queenstown-Lakes district","45-49 years","Total people, ethnic group","Female","2001",550,
"Dunedin city","45-49 years","Total people, ethnic group","Male","2001",3920,
"Dunedin city","45-49 years","Total people, ethnic group","Female","2001",3970,
"Clutha district","45-49 years","Total people, ethnic group","Male","2001",690,
"Clutha district","45-49 years","Total people, ethnic group","Female","2001",610,
"Southland district","45-49 years","Total people, ethnic group","Male","2001",1190,
"Southland district","45-49 years","Total people, ethnic group","Female","2001",1060,
"Gore district","45-49 years","Total people, ethnic group","Male","2001",460,
"Gore district","45-49 years","Total people, ethnic group","Female","2001",430,
"Invercargill city","45-49 years","Total people, ethnic group","Male","2001",1760,
"Invercargill city","45-49 years","Total people, ethnic group","Female","2001",1730,
"Area outside territorial authority","45-49 years","Total people, ethnic group","Male","2001",15,
"Area outside territorial authority","45-49 years","Total people, ethnic group","Female","2001",0,
"Far North district","50-54 years","Total people, ethnic group","Male","2001",1900,
"Far North district","50-54 years","Total people, ethnic group","Female","2001",1870,
"Whangarei district","50-54 years","Total people, ethnic group","Male","2001",2270,
"Whangarei district","50-54 years","Total people, ethnic group","Female","2001",2300,
"Kaipara district","50-54 years","Total people, ethnic group","Male","2001",620,
"Kaipara district","50-54 years","Total people, ethnic group","Female","2001",620,
"Auckland","50-54 years","Total people, ethnic group","Male","2001",36980,
"Auckland","50-54 years","Total people, ethnic group","Female","2001",37620,
"Thames-Coromandel district","50-54 years","Total people, ethnic group","Male","2001",940,
"Thames-Coromandel district","50-54 years","Total people, ethnic group","Female","2001",970,
"Hauraki district","50-54 years","Total people, ethnic group","Male","2001",600,
"Hauraki district","50-54 years","Total people, ethnic group","Female","2001",600,
"Waikato district","50-54 years","Total people, ethnic group","Male","2001",1770,
"Waikato district","50-54 years","Total people, ethnic group","Female","2001",1740,
"Matamata-Piako district","50-54 years","Total people, ethnic group","Male","2001",840,
"Matamata-Piako district","50-54 years","Total people, ethnic group","Female","2001",880,
"Hamilton city","50-54 years","Total people, ethnic group","Male","2001",3280,
"Hamilton city","50-54 years","Total people, ethnic group","Female","2001",3570,
"Waipa district","50-54 years","Total people, ethnic group","Male","2001",1300,
"Waipa district","50-54 years","Total people, ethnic group","Female","2001",1260,
"Otorohanga district","50-54 years","Total people, ethnic group","Male","2001",300,
"Otorohanga district","50-54 years","Total people, ethnic group","Female","2001",290,
"South Waikato district","50-54 years","Total people, ethnic group","Male","2001",690,
"South Waikato district","50-54 years","Total people, ethnic group","Female","2001",660,
"Waitomo district","50-54 years","Total people, ethnic group","Male","2001",330,
"Waitomo district","50-54 years","Total people, ethnic group","Female","2001",310,
"Taupo district","50-54 years","Total people, ethnic group","Male","2001",980,
"Taupo district","50-54 years","Total people, ethnic group","Female","2001",1030,
"Western Bay of Plenty district","50-54 years","Total people, ethnic group","Male","2001",1370,
"Western Bay of Plenty district","50-54 years","Total people, ethnic group","Female","2001",1370,
"Tauranga city","50-54 years","Total people, ethnic group","Male","2001",2760,
"Tauranga city","50-54 years","Total people, ethnic group","Female","2001",2950,
"Rotorua district","50-54 years","Total people, ethnic group","Male","2001",2000,
"Rotorua district","50-54 years","Total people, ethnic group","Female","2001",2000,
"Whakatane district","50-54 years","Total people, ethnic group","Male","2001",1080,
"Whakatane district","50-54 years","Total people, ethnic group","Female","2001",1050,
"Kawerau district","50-54 years","Total people, ethnic group","Male","2001",210,
"Kawerau district","50-54 years","Total people, ethnic group","Female","2001",200,
"Opotiki district","50-54 years","Total people, ethnic group","Male","2001",310,
"Opotiki district","50-54 years","Total people, ethnic group","Female","2001",310,
"Gisborne district","50-54 years","Total people, ethnic group","Male","2001",1390,
"Gisborne district","50-54 years","Total people, ethnic group","Female","2001",1310,
"Wairoa district","50-54 years","Total people, ethnic group","Male","2001",320,
"Wairoa district","50-54 years","Total people, ethnic group","Female","2001",310,
"Hastings district","50-54 years","Total people, ethnic group","Male","2001",2250,
"Hastings district","50-54 years","Total people, ethnic group","Female","2001",2230,
"Napier city","50-54 years","Total people, ethnic group","Male","2001",1760,
"Napier city","50-54 years","Total people, ethnic group","Female","2001",1970,
"Central Hawke's Bay district","50-54 years","Total people, ethnic group","Male","2001",480,
"Central Hawke's Bay district","50-54 years","Total people, ethnic group","Female","2001",440,
"New Plymouth district","50-54 years","Total people, ethnic group","Male","2001",2200,
"New Plymouth district","50-54 years","Total people, ethnic group","Female","2001",2270,
"Stratford district","50-54 years","Total people, ethnic group","Male","2001",290,
"Stratford district","50-54 years","Total people, ethnic group","Female","2001",260,
"South Taranaki district","50-54 years","Total people, ethnic group","Male","2001",830,
"South Taranaki district","50-54 years","Total people, ethnic group","Female","2001",820,
"Ruapehu district","50-54 years","Total people, ethnic group","Male","2001",490,
"Ruapehu district","50-54 years","Total people, ethnic group","Female","2001",410,
"Wanganui district","50-54 years","Total people, ethnic group","Male","2001",1370,
"Wanganui district","50-54 years","Total people, ethnic group","Female","2001",1350,
"Rangitikei district","50-54 years","Total people, ethnic group","Male","2001",470,
"Rangitikei district","50-54 years","Total people, ethnic group","Female","2001",490,
"Manawatu district","50-54 years","Total people, ethnic group","Male","2001",830,
"Manawatu district","50-54 years","Total people, ethnic group","Female","2001",860,
"Palmerston North city","50-54 years","Total people, ethnic group","Male","2001",2120,
"Palmerston North city","50-54 years","Total people, ethnic group","Female","2001",2240,
"Tararua district","50-54 years","Total people, ethnic group","Male","2001",600,
"Tararua district","50-54 years","Total people, ethnic group","Female","2001",540,
"Horowhenua district","50-54 years","Total people, ethnic group","Male","2001",910,
"Horowhenua district","50-54 years","Total people, ethnic group","Female","2001",970,
"Kapiti Coast district","50-54 years","Total people, ethnic group","Male","2001",1330,
"Kapiti Coast district","50-54 years","Total people, ethnic group","Female","2001",1520,
"Porirua city","50-54 years","Total people, ethnic group","Male","2001",1490,
"Porirua city","50-54 years","Total people, ethnic group","Female","2001",1520,
"Upper Hutt city","50-54 years","Total people, ethnic group","Male","2001",1220,
"Upper Hutt city","50-54 years","Total people, ethnic group","Female","2001",1220,
"Lower Hutt city","50-54 years","Total people, ethnic group","Male","2001",3140,
"Lower Hutt city","50-54 years","Total people, ethnic group","Female","2001",3030,
"Wellington city","50-54 years","Total people, ethnic group","Male","2001",5170,
"Wellington city","50-54 years","Total people, ethnic group","Female","2001",5200,
"Masterton district","50-54 years","Total people, ethnic group","Male","2001",790,
"Masterton district","50-54 years","Total people, ethnic group","Female","2001",770,
"Carterton district","50-54 years","Total people, ethnic group","Male","2001",260,
"Carterton district","50-54 years","Total people, ethnic group","Female","2001",260,
"South Wairarapa district","50-54 years","Total people, ethnic group","Male","2001",370,
"South Wairarapa district","50-54 years","Total people, ethnic group","Female","2001",360,
"Tasman district","50-54 years","Total people, ethnic group","Male","2001",1600,
"Tasman district","50-54 years","Total people, ethnic group","Female","2001",1550,
"Nelson city","50-54 years","Total people, ethnic group","Male","2001",1430,
"Nelson city","50-54 years","Total people, ethnic group","Female","2001",1470,
"Marlborough district","50-54 years","Total people, ethnic group","Male","2001",1460,
"Marlborough district","50-54 years","Total people, ethnic group","Female","2001",1500,
"Kaikoura district","50-54 years","Total people, ethnic group","Male","2001",140,
"Kaikoura district","50-54 years","Total people, ethnic group","Female","2001",130,
"Buller district","50-54 years","Total people, ethnic group","Male","2001",400,
"Buller district","50-54 years","Total people, ethnic group","Female","2001",340,
"Grey district","50-54 years","Total people, ethnic group","Male","2001",460,
"Grey district","50-54 years","Total people, ethnic group","Female","2001",450,
"Westland district","50-54 years","Total people, ethnic group","Male","2001",310,
"Westland district","50-54 years","Total people, ethnic group","Female","2001",260,
"Hurunui district","50-54 years","Total people, ethnic group","Male","2001",410,
"Hurunui district","50-54 years","Total people, ethnic group","Female","2001",350,
"Waimakariri district","50-54 years","Total people, ethnic group","Male","2001",1350,
"Waimakariri district","50-54 years","Total people, ethnic group","Female","2001",1420,
"Christchurch city","50-54 years","Total people, ethnic group","Male","2001",10530,
"Christchurch city","50-54 years","Total people, ethnic group","Female","2001",10900,
"Selwyn district","50-54 years","Total people, ethnic group","Male","2001",1080,
"Selwyn district","50-54 years","Total people, ethnic group","Female","2001",970,
"Ashburton district","50-54 years","Total people, ethnic group","Male","2001",950,
"Ashburton district","50-54 years","Total people, ethnic group","Female","2001",890,
"Timaru district","50-54 years","Total people, ethnic group","Male","2001",1540,
"Timaru district","50-54 years","Total people, ethnic group","Female","2001",1490,
"Mackenzie district","50-54 years","Total people, ethnic group","Male","2001",140,
"Mackenzie district","50-54 years","Total people, ethnic group","Female","2001",120,
"Waimate district","50-54 years","Total people, ethnic group","Male","2001",280,
"Waimate district","50-54 years","Total people, ethnic group","Female","2001",240,
"Chatham Islands territory","50-54 years","Total people, ethnic group","Male","2001",35,
"Chatham Islands territory","50-54 years","Total people, ethnic group","Female","2001",30,
"Waitaki district","50-54 years","Total people, ethnic group","Male","2001",720,
"Waitaki district","50-54 years","Total people, ethnic group","Female","2001",700,
"Central Otago district","50-54 years","Total people, ethnic group","Male","2001",590,
"Central Otago district","50-54 years","Total people, ethnic group","Female","2001",570,
"Queenstown-Lakes district","50-54 years","Total people, ethnic group","Male","2001",580,
"Queenstown-Lakes district","50-54 years","Total people, ethnic group","Female","2001",520,
"Dunedin city","50-54 years","Total people, ethnic group","Male","2001",3590,
"Dunedin city","50-54 years","Total people, ethnic group","Female","2001",3730,
"Clutha district","50-54 years","Total people, ethnic group","Male","2001",630,
"Clutha district","50-54 years","Total people, ethnic group","Female","2001",600,
"Southland district","50-54 years","Total people, ethnic group","Male","2001",1090,
"Southland district","50-54 years","Total people, ethnic group","Female","2001",960,
"Gore district","50-54 years","Total people, ethnic group","Male","2001",430,
"Gore district","50-54 years","Total people, ethnic group","Female","2001",360,
"Invercargill city","50-54 years","Total people, ethnic group","Male","2001",1640,
"Invercargill city","50-54 years","Total people, ethnic group","Female","2001",1590,
"Area outside territorial authority","50-54 years","Total people, ethnic group","Male","2001",5,
"Area outside territorial authority","50-54 years","Total people, ethnic group","Female","2001",5,
"Far North district","55-59 years","Total people, ethnic group","Male","2001",1650,
"Far North district","55-59 years","Total people, ethnic group","Female","2001",1620,
"Whangarei district","55-59 years","Total people, ethnic group","Male","2001",1760,
"Whangarei district","55-59 years","Total people, ethnic group","Female","2001",1910,
"Kaipara district","55-59 years","Total people, ethnic group","Male","2001",510,
"Kaipara district","55-59 years","Total people, ethnic group","Female","2001",540,
"Auckland","55-59 years","Total people, ethnic group","Male","2001",27850,
"Auckland","55-59 years","Total people, ethnic group","Female","2001",28540,
"Thames-Coromandel district","55-59 years","Total people, ethnic group","Male","2001",810,
"Thames-Coromandel district","55-59 years","Total people, ethnic group","Female","2001",940,
"Hauraki district","55-59 years","Total people, ethnic group","Male","2001",480,
"Hauraki district","55-59 years","Total people, ethnic group","Female","2001",520,
"Waikato district","55-59 years","Total people, ethnic group","Male","2001",1400,
"Waikato district","55-59 years","Total people, ethnic group","Female","2001",1310,
"Matamata-Piako district","55-59 years","Total people, ethnic group","Male","2001",730,
"Matamata-Piako district","55-59 years","Total people, ethnic group","Female","2001",710,
"Hamilton city","55-59 years","Total people, ethnic group","Male","2001",2490,
"Hamilton city","55-59 years","Total people, ethnic group","Female","2001",2630,
"Waipa district","55-59 years","Total people, ethnic group","Male","2001",950,
"Waipa district","55-59 years","Total people, ethnic group","Female","2001",970,
"Otorohanga district","55-59 years","Total people, ethnic group","Male","2001",240,
"Otorohanga district","55-59 years","Total people, ethnic group","Female","2001",180,
"South Waikato district","55-59 years","Total people, ethnic group","Male","2001",580,
"South Waikato district","55-59 years","Total people, ethnic group","Female","2001",570,
"Waitomo district","55-59 years","Total people, ethnic group","Male","2001",250,
"Waitomo district","55-59 years","Total people, ethnic group","Female","2001",240,
"Taupo district","55-59 years","Total people, ethnic group","Male","2001",820,
"Taupo district","55-59 years","Total people, ethnic group","Female","2001",880,
"Western Bay of Plenty district","55-59 years","Total people, ethnic group","Male","2001",1180,
"Western Bay of Plenty district","55-59 years","Total people, ethnic group","Female","2001",1160,
"Tauranga city","55-59 years","Total people, ethnic group","Male","2001",2270,
"Tauranga city","55-59 years","Total people, ethnic group","Female","2001",2470,
"Rotorua district","55-59 years","Total people, ethnic group","Male","2001",1510,
"Rotorua district","55-59 years","Total people, ethnic group","Female","2001",1510,
"Whakatane district","55-59 years","Total people, ethnic group","Male","2001",800,
"Whakatane district","55-59 years","Total people, ethnic group","Female","2001",780,
"Kawerau district","55-59 years","Total people, ethnic group","Male","2001",160,
"Kawerau district","55-59 years","Total people, ethnic group","Female","2001",190,
"Opotiki district","55-59 years","Total people, ethnic group","Male","2001",240,
"Opotiki district","55-59 years","Total people, ethnic group","Female","2001",230,
"Gisborne district","55-59 years","Total people, ethnic group","Male","2001",1000,
"Gisborne district","55-59 years","Total people, ethnic group","Female","2001",1030,
"Wairoa district","55-59 years","Total people, ethnic group","Male","2001",230,
"Wairoa district","55-59 years","Total people, ethnic group","Female","2001",200,
"Hastings district","55-59 years","Total people, ethnic group","Male","2001",1680,
"Hastings district","55-59 years","Total people, ethnic group","Female","2001",1750,
"Napier city","55-59 years","Total people, ethnic group","Male","2001",1450,
"Napier city","55-59 years","Total people, ethnic group","Female","2001",1460,
"Central Hawke's Bay district","55-59 years","Total people, ethnic group","Male","2001",370,
"Central Hawke's Bay district","55-59 years","Total people, ethnic group","Female","2001",340,
"New Plymouth district","55-59 years","Total people, ethnic group","Male","2001",1690,
"New Plymouth district","55-59 years","Total people, ethnic group","Female","2001",1720,
"Stratford district","55-59 years","Total people, ethnic group","Male","2001",220,
"Stratford district","55-59 years","Total people, ethnic group","Female","2001",200,
"South Taranaki district","55-59 years","Total people, ethnic group","Male","2001",730,
"South Taranaki district","55-59 years","Total people, ethnic group","Female","2001",720,
"Ruapehu district","55-59 years","Total people, ethnic group","Male","2001",330,
"Ruapehu district","55-59 years","Total people, ethnic group","Female","2001",320,
"Wanganui district","55-59 years","Total people, ethnic group","Male","2001",1000,
"Wanganui district","55-59 years","Total people, ethnic group","Female","2001",1110,
"Rangitikei district","55-59 years","Total people, ethnic group","Male","2001",410,
"Rangitikei district","55-59 years","Total people, ethnic group","Female","2001",390,
"Manawatu district","55-59 years","Total people, ethnic group","Male","2001",660,
"Manawatu district","55-59 years","Total people, ethnic group","Female","2001",670,
"Palmerston North city","55-59 years","Total people, ethnic group","Male","2001",1570,
"Palmerston North city","55-59 years","Total people, ethnic group","Female","2001",1680,
"Tararua district","55-59 years","Total people, ethnic group","Male","2001",470,
"Tararua district","55-59 years","Total people, ethnic group","Female","2001",450,
"Horowhenua district","55-59 years","Total people, ethnic group","Male","2001",850,
"Horowhenua district","55-59 years","Total people, ethnic group","Female","2001",890,
"Kapiti Coast district","55-59 years","Total people, ethnic group","Male","2001",1150,
"Kapiti Coast district","55-59 years","Total people, ethnic group","Female","2001",1310,
"Porirua city","55-59 years","Total people, ethnic group","Male","2001",1120,
"Porirua city","55-59 years","Total people, ethnic group","Female","2001",1130,
"Upper Hutt city","55-59 years","Total people, ethnic group","Male","2001",920,
"Upper Hutt city","55-59 years","Total people, ethnic group","Female","2001",900,
"Lower Hutt city","55-59 years","Total people, ethnic group","Male","2001",2330,
"Lower Hutt city","55-59 years","Total people, ethnic group","Female","2001",2320,
"Wellington city","55-59 years","Total people, ethnic group","Male","2001",3790,
"Wellington city","55-59 years","Total people, ethnic group","Female","2001",3730,
"Masterton district","55-59 years","Total people, ethnic group","Male","2001",590,
"Masterton district","55-59 years","Total people, ethnic group","Female","2001",600,
"Carterton district","55-59 years","Total people, ethnic group","Male","2001",230,
"Carterton district","55-59 years","Total people, ethnic group","Female","2001",190,
"South Wairarapa district","55-59 years","Total people, ethnic group","Male","2001",300,
"South Wairarapa district","55-59 years","Total people, ethnic group","Female","2001",300,
"Tasman district","55-59 years","Total people, ethnic group","Male","2001",1250,
"Tasman district","55-59 years","Total people, ethnic group","Female","2001",1180,
"Nelson city","55-59 years","Total people, ethnic group","Male","2001",1060,
"Nelson city","55-59 years","Total people, ethnic group","Female","2001",1080,
"Marlborough district","55-59 years","Total people, ethnic group","Male","2001",1280,
"Marlborough district","55-59 years","Total people, ethnic group","Female","2001",1270,
"Kaikoura district","55-59 years","Total people, ethnic group","Male","2001",120,
"Kaikoura district","55-59 years","Total people, ethnic group","Female","2001",110,
"Buller district","55-59 years","Total people, ethnic group","Male","2001",280,
"Buller district","55-59 years","Total people, ethnic group","Female","2001",290,
"Grey district","55-59 years","Total people, ethnic group","Male","2001",370,
"Grey district","55-59 years","Total people, ethnic group","Female","2001",330,
"Westland district","55-59 years","Total people, ethnic group","Male","2001",230,
"Westland district","55-59 years","Total people, ethnic group","Female","2001",250,
"Hurunui district","55-59 years","Total people, ethnic group","Male","2001",300,
"Hurunui district","55-59 years","Total people, ethnic group","Female","2001",320,
"Waimakariri district","55-59 years","Total people, ethnic group","Male","2001",1070,
"Waimakariri district","55-59 years","Total people, ethnic group","Female","2001",1030,
"Christchurch city","55-59 years","Total people, ethnic group","Male","2001",7970,
"Christchurch city","55-59 years","Total people, ethnic group","Female","2001",8170,
"Selwyn district","55-59 years","Total people, ethnic group","Male","2001",800,
"Selwyn district","55-59 years","Total people, ethnic group","Female","2001",700,
"Ashburton district","55-59 years","Total people, ethnic group","Male","2001",710,
"Ashburton district","55-59 years","Total people, ethnic group","Female","2001",700,
"Timaru district","55-59 years","Total people, ethnic group","Male","2001",1150,
"Timaru district","55-59 years","Total people, ethnic group","Female","2001",1180,
"Mackenzie district","55-59 years","Total people, ethnic group","Male","2001",110,
"Mackenzie district","55-59 years","Total people, ethnic group","Female","2001",130,
"Waimate district","55-59 years","Total people, ethnic group","Male","2001",250,
"Waimate district","55-59 years","Total people, ethnic group","Female","2001",210,
"Chatham Islands territory","55-59 years","Total people, ethnic group","Male","2001",25,
"Chatham Islands territory","55-59 years","Total people, ethnic group","Female","2001",15,
"Waitaki district","55-59 years","Total people, ethnic group","Male","2001",660,
"Waitaki district","55-59 years","Total people, ethnic group","Female","2001",660,
"Central Otago district","55-59 years","Total people, ethnic group","Male","2001",490,
"Central Otago district","55-59 years","Total people, ethnic group","Female","2001",480,
"Queenstown-Lakes district","55-59 years","Total people, ethnic group","Male","2001",420,
"Queenstown-Lakes district","55-59 years","Total people, ethnic group","Female","2001",420,
"Dunedin city","55-59 years","Total people, ethnic group","Male","2001",2660,
"Dunedin city","55-59 years","Total people, ethnic group","Female","2001",2690,
"Clutha district","55-59 years","Total people, ethnic group","Male","2001",520,
"Clutha district","55-59 years","Total people, ethnic group","Female","2001",460,
"Southland district","55-59 years","Total people, ethnic group","Male","2001",920,
"Southland district","55-59 years","Total people, ethnic group","Female","2001",740,
"Gore district","55-59 years","Total people, ethnic group","Male","2001",290,
"Gore district","55-59 years","Total people, ethnic group","Female","2001",320,
"Invercargill city","55-59 years","Total people, ethnic group","Male","2001",1200,
"Invercargill city","55-59 years","Total people, ethnic group","Female","2001",1230,
"Area outside territorial authority","55-59 years","Total people, ethnic group","Male","2001",5,
"Area outside territorial authority","55-59 years","Total people, ethnic group","Female","2001",10,
"Far North district","60-64 years","Total people, ethnic group","Male","2001",1540,
"Far North district","60-64 years","Total people, ethnic group","Female","2001",1460,
"Whangarei district","60-64 years","Total people, ethnic group","Male","2001",1670,
"Whangarei district","60-64 years","Total people, ethnic group","Female","2001",1660,
"Kaipara district","60-64 years","Total people, ethnic group","Male","2001",510,
"Kaipara district","60-64 years","Total people, ethnic group","Female","2001",500,
"Auckland","60-64 years","Total people, ethnic group","Male","2001",22280,
"Auckland","60-64 years","Total people, ethnic group","Female","2001",22940,
"Thames-Coromandel district","60-64 years","Total people, ethnic group","Male","2001",850,
"Thames-Coromandel district","60-64 years","Total people, ethnic group","Female","2001",940,
"Hauraki district","60-64 years","Total people, ethnic group","Male","2001",440,
"Hauraki district","60-64 years","Total people, ethnic group","Female","2001",470,
"Waikato district","60-64 years","Total people, ethnic group","Male","2001",1100,
"Waikato district","60-64 years","Total people, ethnic group","Female","2001",1010,
"Matamata-Piako district","60-64 years","Total people, ethnic group","Male","2001",670,
"Matamata-Piako district","60-64 years","Total people, ethnic group","Female","2001",700,
"Hamilton city","60-64 years","Total people, ethnic group","Male","2001",1920,
"Hamilton city","60-64 years","Total people, ethnic group","Female","2001",2090,
"Waipa district","60-64 years","Total people, ethnic group","Male","2001",810,
"Waipa district","60-64 years","Total people, ethnic group","Female","2001",870,
"Otorohanga district","60-64 years","Total people, ethnic group","Male","2001",210,
"Otorohanga district","60-64 years","Total people, ethnic group","Female","2001",190,
"South Waikato district","60-64 years","Total people, ethnic group","Male","2001",540,
"South Waikato district","60-64 years","Total people, ethnic group","Female","2001",490,
"Waitomo district","60-64 years","Total people, ethnic group","Male","2001",210,
"Waitomo district","60-64 years","Total people, ethnic group","Female","2001",200,
"Taupo district","60-64 years","Total people, ethnic group","Male","2001",780,
"Taupo district","60-64 years","Total people, ethnic group","Female","2001",760,
"Western Bay of Plenty district","60-64 years","Total people, ethnic group","Male","2001",1110,
"Western Bay of Plenty district","60-64 years","Total people, ethnic group","Female","2001",1180,
"Tauranga city","60-64 years","Total people, ethnic group","Male","2001",1980,
"Tauranga city","60-64 years","Total people, ethnic group","Female","2001",2420,
"Rotorua district","60-64 years","Total people, ethnic group","Male","2001",1300,
"Rotorua district","60-64 years","Total people, ethnic group","Female","2001",1320,
"Whakatane district","60-64 years","Total people, ethnic group","Male","2001",710,
"Whakatane district","60-64 years","Total people, ethnic group","Female","2001",710,
"Kawerau district","60-64 years","Total people, ethnic group","Male","2001",150,
"Kawerau district","60-64 years","Total people, ethnic group","Female","2001",140,
"Opotiki district","60-64 years","Total people, ethnic group","Male","2001",210,
