Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Manawatu-Wanganui region","0-4 years","Total people, ethnic group","Male","2006",7800,
"Manawatu-Wanganui region","0-4 years","Total people, ethnic group","Female","2006",7500,
"Wellington region","0-4 years","Total people, ethnic group","Male","2006",16090,
"Wellington region","0-4 years","Total people, ethnic group","Female","2006",15540,
"Tasman region","0-4 years","Total people, ethnic group","Male","2006",1450,
"Tasman region","0-4 years","Total people, ethnic group","Female","2006",1520,
"Nelson region","0-4 years","Total people, ethnic group","Male","2006",1330,
"Nelson region","0-4 years","Total people, ethnic group","Female","2006",1260,
"Marlborough region","0-4 years","Total people, ethnic group","Male","2006",1260,
"Marlborough region","0-4 years","Total people, ethnic group","Female","2006",1170,
"West Coast region","0-4 years","Total people, ethnic group","Male","2006",1040,
"West Coast region","0-4 years","Total people, ethnic group","Female","2006",910,
"Canterbury region","0-4 years","Total people, ethnic group","Male","2006",17100,
"Canterbury region","0-4 years","Total people, ethnic group","Female","2006",16510,
"Otago region","0-4 years","Total people, ethnic group","Male","2006",5580,
"Otago region","0-4 years","Total people, ethnic group","Female","2006",5410,
"Southland region","0-4 years","Total people, ethnic group","Male","2006",3210,
"Southland region","0-4 years","Total people, ethnic group","Female","2006",2990,
"Northland region","5-9 years","Total people, ethnic group","Male","2006",5940,
"Northland region","5-9 years","Total people, ethnic group","Female","2006",5760,
"Auckland region","5-9 years","Total people, ethnic group","Male","2006",49760,
"Auckland region","5-9 years","Total people, ethnic group","Female","2006",47810,
"Waikato region","5-9 years","Total people, ethnic group","Male","2006",14990,
"Waikato region","5-9 years","Total people, ethnic group","Female","2006",14320,
"Bay of Plenty region","5-9 years","Total people, ethnic group","Male","2006",10400,
"Bay of Plenty region","5-9 years","Total people, ethnic group","Female","2006",9720,
"Gisborne region","5-9 years","Total people, ethnic group","Male","2006",1990,
"Gisborne region","5-9 years","Total people, ethnic group","Female","2006",1930,
"Hawke's Bay region","5-9 years","Total people, ethnic group","Male","2006",5860,
"Hawke's Bay region","5-9 years","Total people, ethnic group","Female","2006",5620,
"Taranaki region","5-9 years","Total people, ethnic group","Male","2006",3940,
"Taranaki region","5-9 years","Total people, ethnic group","Female","2006",3690,
"Manawatu-Wanganui region","5-9 years","Total people, ethnic group","Male","2006",8310,
"Manawatu-Wanganui region","5-9 years","Total people, ethnic group","Female","2006",7960,
"Wellington region","5-9 years","Total people, ethnic group","Male","2006",15840,
"Wellington region","5-9 years","Total people, ethnic group","Female","2006",15240,
"Tasman region","5-9 years","Total people, ethnic group","Male","2006",1730,
"Tasman region","5-9 years","Total people, ethnic group","Female","2006",1500,
"Nelson region","5-9 years","Total people, ethnic group","Male","2006",1390,
"Nelson region","5-9 years","Total people, ethnic group","Female","2006",1300,
"Marlborough region","5-9 years","Total people, ethnic group","Male","2006",1360,
"Marlborough region","5-9 years","Total people, ethnic group","Female","2006",1320,
"West Coast region","5-9 years","Total people, ethnic group","Male","2006",1060,
"West Coast region","5-9 years","Total people, ethnic group","Female","2006",1010,
"Canterbury region","5-9 years","Total people, ethnic group","Male","2006",17490,
"Canterbury region","5-9 years","Total people, ethnic group","Female","2006",16790,
"Otago region","5-9 years","Total people, ethnic group","Male","2006",5900,
"Otago region","5-9 years","Total people, ethnic group","Female","2006",5540,
"Southland region","5-9 years","Total people, ethnic group","Male","2006",3240,
"Southland region","5-9 years","Total people, ethnic group","Female","2006",3120,
"Northland region","10-14 years","Total people, ethnic group","Male","2006",6710,
"Northland region","10-14 years","Total people, ethnic group","Female","2006",6290,
"Auckland region","10-14 years","Total people, ethnic group","Male","2006",52240,
"Auckland region","10-14 years","Total people, ethnic group","Female","2006",49460,
"Waikato region","10-14 years","Total people, ethnic group","Male","2006",16080,
"Waikato region","10-14 years","Total people, ethnic group","Female","2006",15000,
"Bay of Plenty region","10-14 years","Total people, ethnic group","Male","2006",10950,
"Bay of Plenty region","10-14 years","Total people, ethnic group","Female","2006",10500,
"Gisborne region","10-14 years","Total people, ethnic group","Male","2006",2140,
"Gisborne region","10-14 years","Total people, ethnic group","Female","2006",2050,
"Hawke's Bay region","10-14 years","Total people, ethnic group","Male","2006",6380,
"Hawke's Bay region","10-14 years","Total people, ethnic group","Female","2006",5990,
"Taranaki region","10-14 years","Total people, ethnic group","Male","2006",4270,
"Taranaki region","10-14 years","Total people, ethnic group","Female","2006",4110,
"Manawatu-Wanganui region","10-14 years","Total people, ethnic group","Male","2006",9100,
"Manawatu-Wanganui region","10-14 years","Total people, ethnic group","Female","2006",8670,
"Wellington region","10-14 years","Total people, ethnic group","Male","2006",16400,
"Wellington region","10-14 years","Total people, ethnic group","Female","2006",15760,
"Tasman region","10-14 years","Total people, ethnic group","Male","2006",1880,
"Tasman region","10-14 years","Total people, ethnic group","Female","2006",1670,
"Nelson region","10-14 years","Total people, ethnic group","Male","2006",1590,
"Nelson region","10-14 years","Total people, ethnic group","Female","2006",1510,
"Marlborough region","10-14 years","Total people, ethnic group","Male","2006",1500,
"Marlborough region","10-14 years","Total people, ethnic group","Female","2006",1420,
"West Coast region","10-14 years","Total people, ethnic group","Male","2006",1270,
"West Coast region","10-14 years","Total people, ethnic group","Female","2006",1220,
"Canterbury region","10-14 years","Total people, ethnic group","Male","2006",18880,
"Canterbury region","10-14 years","Total people, ethnic group","Female","2006",17920,
"Otago region","10-14 years","Total people, ethnic group","Male","2006",6360,
"Otago region","10-14 years","Total people, ethnic group","Female","2006",6030,
"Southland region","10-14 years","Total people, ethnic group","Male","2006",3730,
"Southland region","10-14 years","Total people, ethnic group","Female","2006",3310,
"Northland region","15-19 years","Total people, ethnic group","Male","2006",5840,
"Northland region","15-19 years","Total people, ethnic group","Female","2006",5450,
"Auckland region","15-19 years","Total people, ethnic group","Male","2006",53090,
"Auckland region","15-19 years","Total people, ethnic group","Female","2006",51690,
"Waikato region","15-19 years","Total people, ethnic group","Male","2006",15250,
"Waikato region","15-19 years","Total people, ethnic group","Female","2006",14890,
"Bay of Plenty region","15-19 years","Total people, ethnic group","Male","2006",9840,
"Bay of Plenty region","15-19 years","Total people, ethnic group","Female","2006",9360,
"Gisborne region","15-19 years","Total people, ethnic group","Male","2006",1900,
"Gisborne region","15-19 years","Total people, ethnic group","Female","2006",1770,
"Hawke's Bay region","15-19 years","Total people, ethnic group","Male","2006",5740,
"Hawke's Bay region","15-19 years","Total people, ethnic group","Female","2006",5640,
"Taranaki region","15-19 years","Total people, ethnic group","Male","2006",4150,
"Taranaki region","15-19 years","Total people, ethnic group","Female","2006",3880,
"Manawatu-Wanganui region","15-19 years","Total people, ethnic group","Male","2006",9270,
"Manawatu-Wanganui region","15-19 years","Total people, ethnic group","Female","2006",9020,
"Wellington region","15-19 years","Total people, ethnic group","Male","2006",16970,
"Wellington region","15-19 years","Total people, ethnic group","Female","2006",17040,
"Tasman region","15-19 years","Total people, ethnic group","Male","2006",1560,
"Tasman region","15-19 years","Total people, ethnic group","Female","2006",1420,
"Nelson region","15-19 years","Total people, ethnic group","Male","2006",1650,
"Nelson region","15-19 years","Total people, ethnic group","Female","2006",1600,
"Marlborough region","15-19 years","Total people, ethnic group","Male","2006",1510,
"Marlborough region","15-19 years","Total people, ethnic group","Female","2006",1290,
"West Coast region","15-19 years","Total people, ethnic group","Male","2006",1080,
"West Coast region","15-19 years","Total people, ethnic group","Female","2006",980,
"Canterbury region","15-19 years","Total people, ethnic group","Male","2006",19950,
"Canterbury region","15-19 years","Total people, ethnic group","Female","2006",18670,
"Otago region","15-19 years","Total people, ethnic group","Male","2006",8120,
"Otago region","15-19 years","Total people, ethnic group","Female","2006",8290,
"Southland region","15-19 years","Total people, ethnic group","Male","2006",3450,
"Southland region","15-19 years","Total people, ethnic group","Female","2006",3170,
"Northland region","20-24 years","Total people, ethnic group","Male","2006",3610,
"Northland region","20-24 years","Total people, ethnic group","Female","2006",3440,
"Auckland region","20-24 years","Total people, ethnic group","Male","2006",53540,
"Auckland region","20-24 years","Total people, ethnic group","Female","2006",54520,
"Waikato region","20-24 years","Total people, ethnic group","Male","2006",13580,
"Waikato region","20-24 years","Total people, ethnic group","Female","2006",13020,
"Bay of Plenty region","20-24 years","Total people, ethnic group","Male","2006",6690,
"Bay of Plenty region","20-24 years","Total people, ethnic group","Female","2006",6660,
"Gisborne region","20-24 years","Total people, ethnic group","Male","2006",1200,
"Gisborne region","20-24 years","Total people, ethnic group","Female","2006",1290,
"Hawke's Bay region","20-24 years","Total people, ethnic group","Male","2006",4020,
"Hawke's Bay region","20-24 years","Total people, ethnic group","Female","2006",3780,
"Taranaki region","20-24 years","Total people, ethnic group","Male","2006",2960,
"Taranaki region","20-24 years","Total people, ethnic group","Female","2006",2740,
"Manawatu-Wanganui region","20-24 years","Total people, ethnic group","Male","2006",7960,
"Manawatu-Wanganui region","20-24 years","Total people, ethnic group","Female","2006",7720,
"Wellington region","20-24 years","Total people, ethnic group","Male","2006",16970,
"Wellington region","20-24 years","Total people, ethnic group","Female","2006",18070,
"Tasman region","20-24 years","Total people, ethnic group","Male","2006",990,
"Tasman region","20-24 years","Total people, ethnic group","Female","2006",860,
"Nelson region","20-24 years","Total people, ethnic group","Male","2006",1260,
"Nelson region","20-24 years","Total people, ethnic group","Female","2006",1160,
"Marlborough region","20-24 years","Total people, ethnic group","Male","2006",1090,
"Marlborough region","20-24 years","Total people, ethnic group","Female","2006",920,
"West Coast region","20-24 years","Total people, ethnic group","Male","2006",790,
"West Coast region","20-24 years","Total people, ethnic group","Female","2006",680,
"Canterbury region","20-24 years","Total people, ethnic group","Male","2006",19290,
"Canterbury region","20-24 years","Total people, ethnic group","Female","2006",18160,
"Otago region","20-24 years","Total people, ethnic group","Male","2006",9160,
"Otago region","20-24 years","Total people, ethnic group","Female","2006",9580,
"Southland region","20-24 years","Total people, ethnic group","Male","2006",2720,
"Southland region","20-24 years","Total people, ethnic group","Female","2006",2690,
"Northland region","25-29 years","Total people, ethnic group","Male","2006",3090,
"Northland region","25-29 years","Total people, ethnic group","Female","2006",3470,
"Auckland region","25-29 years","Total people, ethnic group","Male","2006",47630,
"Auckland region","25-29 years","Total people, ethnic group","Female","2006",50810,
"Waikato region","25-29 years","Total people, ethnic group","Male","2006",11520,
"Waikato region","25-29 years","Total people, ethnic group","Female","2006",11690,
"Bay of Plenty region","25-29 years","Total people, ethnic group","Male","2006",6560,
"Bay of Plenty region","25-29 years","Total people, ethnic group","Female","2006",7140,
"Gisborne region","25-29 years","Total people, ethnic group","Male","2006",1130,
"Gisborne region","25-29 years","Total people, ethnic group","Female","2006",1290,
"Hawke's Bay region","25-29 years","Total people, ethnic group","Male","2006",3720,
"Hawke's Bay region","25-29 years","Total people, ethnic group","Female","2006",4110,
"Taranaki region","25-29 years","Total people, ethnic group","Male","2006",2840,
"Taranaki region","25-29 years","Total people, ethnic group","Female","2006",2920,
"Manawatu-Wanganui region","25-29 years","Total people, ethnic group","Male","2006",6290,
"Manawatu-Wanganui region","25-29 years","Total people, ethnic group","Female","2006",6460,
"Wellington region","25-29 years","Total people, ethnic group","Male","2006",15600,
"Wellington region","25-29 years","Total people, ethnic group","Female","2006",16470,
"Tasman region","25-29 years","Total people, ethnic group","Male","2006",940,
"Tasman region","25-29 years","Total people, ethnic group","Female","2006",1000,
"Nelson region","25-29 years","Total people, ethnic group","Male","2006",1200,
"Nelson region","25-29 years","Total people, ethnic group","Female","2006",1220,
"Marlborough region","25-29 years","Total people, ethnic group","Male","2006",1100,
"Marlborough region","25-29 years","Total people, ethnic group","Female","2006",1140,
"West Coast region","25-29 years","Total people, ethnic group","Male","2006",790,
"West Coast region","25-29 years","Total people, ethnic group","Female","2006",830,
"Canterbury region","25-29 years","Total people, ethnic group","Male","2006",15730,
"Canterbury region","25-29 years","Total people, ethnic group","Female","2006",16280,
"Otago region","25-29 years","Total people, ethnic group","Male","2006",6020,
"Otago region","25-29 years","Total people, ethnic group","Female","2006",6130,
"Southland region","25-29 years","Total people, ethnic group","Male","2006",2600,
"Southland region","25-29 years","Total people, ethnic group","Female","2006",2640,
"Northland region","30-34 years","Total people, ethnic group","Male","2006",3960,
"Northland region","30-34 years","Total people, ethnic group","Female","2006",4460,
"Auckland region","30-34 years","Total people, ethnic group","Male","2006",49230,
"Auckland region","30-34 years","Total people, ethnic group","Female","2006",54310,
"Waikato region","30-34 years","Total people, ethnic group","Male","2006",11890,
"Waikato region","30-34 years","Total people, ethnic group","Female","2006",12980,
"Bay of Plenty region","30-34 years","Total people, ethnic group","Male","2006",7550,
"Bay of Plenty region","30-34 years","Total people, ethnic group","Female","2006",8550,
"Gisborne region","30-34 years","Total people, ethnic group","Male","2006",1320,
"Gisborne region","30-34 years","Total people, ethnic group","Female","2006",1460,
"Hawke's Bay region","30-34 years","Total people, ethnic group","Male","2006",4360,
"Hawke's Bay region","30-34 years","Total people, ethnic group","Female","2006",4950,
"Taranaki region","30-34 years","Total people, ethnic group","Male","2006",3170,
"Taranaki region","30-34 years","Total people, ethnic group","Female","2006",3500,
"Manawatu-Wanganui region","30-34 years","Total people, ethnic group","Male","2006",6570,
"Manawatu-Wanganui region","30-34 years","Total people, ethnic group","Female","2006",7240,
"Wellington region","30-34 years","Total people, ethnic group","Male","2006",16620,
"Wellington region","30-34 years","Total people, ethnic group","Female","2006",18380,
"Tasman region","30-34 years","Total people, ethnic group","Male","2006",1350,
"Tasman region","30-34 years","Total people, ethnic group","Female","2006",1420,
"Nelson region","30-34 years","Total people, ethnic group","Male","2006",1370,
"Nelson region","30-34 years","Total people, ethnic group","Female","2006",1470,
"Marlborough region","30-34 years","Total people, ethnic group","Male","2006",1330,
"Marlborough region","30-34 years","Total people, ethnic group","Female","2006",1300,
"West Coast region","30-34 years","Total people, ethnic group","Male","2006",920,
"West Coast region","30-34 years","Total people, ethnic group","Female","2006",1040,
"Canterbury region","30-34 years","Total people, ethnic group","Male","2006",17340,
"Canterbury region","30-34 years","Total people, ethnic group","Female","2006",19000,
"Otago region","30-34 years","Total people, ethnic group","Male","2006",6450,
"Otago region","30-34 years","Total people, ethnic group","Female","2006",6610,
"Southland region","30-34 years","Total people, ethnic group","Male","2006",2860,
"Southland region","30-34 years","Total people, ethnic group","Female","2006",3010,
"Northland region","35-39 years","Total people, ethnic group","Male","2006",4790,
"Northland region","35-39 years","Total people, ethnic group","Female","2006",5370,
"Auckland region","35-39 years","Total people, ethnic group","Male","2006",52660,
"Auckland region","35-39 years","Total people, ethnic group","Female","2006",57640,
"Waikato region","35-39 years","Total people, ethnic group","Male","2006",13410,
"Waikato region","35-39 years","Total people, ethnic group","Female","2006",14790,
"Bay of Plenty region","35-39 years","Total people, ethnic group","Male","2006",8420,
"Bay of Plenty region","35-39 years","Total people, ethnic group","Female","2006",9840,
"Gisborne region","35-39 years","Total people, ethnic group","Male","2006",1430,
"Gisborne region","35-39 years","Total people, ethnic group","Female","2006",1650,
"Hawke's Bay region","35-39 years","Total people, ethnic group","Male","2006",4940,
"Hawke's Bay region","35-39 years","Total people, ethnic group","Female","2006",5430,
"Taranaki region","35-39 years","Total people, ethnic group","Male","2006",3600,
"Taranaki region","35-39 years","Total people, ethnic group","Female","2006",3890,
"Manawatu-Wanganui region","35-39 years","Total people, ethnic group","Male","2006",7250,
"Manawatu-Wanganui region","35-39 years","Total people, ethnic group","Female","2006",7950,
"Wellington region","35-39 years","Total people, ethnic group","Male","2006",17750,
"Wellington region","35-39 years","Total people, ethnic group","Female","2006",19310,
"Tasman region","35-39 years","Total people, ethnic group","Male","2006",1580,
"Tasman region","35-39 years","Total people, ethnic group","Female","2006",1790,
"Nelson region","35-39 years","Total people, ethnic group","Male","2006",1530,
"Nelson region","35-39 years","Total people, ethnic group","Female","2006",1650,
"Marlborough region","35-39 years","Total people, ethnic group","Male","2006",1440,
"Marlborough region","35-39 years","Total people, ethnic group","Female","2006",1560,
"West Coast region","35-39 years","Total people, ethnic group","Male","2006",1090,
"West Coast region","35-39 years","Total people, ethnic group","Female","2006",1200,
"Canterbury region","35-39 years","Total people, ethnic group","Male","2006",19630,
"Canterbury region","35-39 years","Total people, ethnic group","Female","2006",20960,
"Otago region","35-39 years","Total people, ethnic group","Male","2006",6470,
"Otago region","35-39 years","Total people, ethnic group","Female","2006",7020,
"Southland region","35-39 years","Total people, ethnic group","Male","2006",3120,
"Southland region","35-39 years","Total people, ethnic group","Female","2006",3350,
"Northland region","40-44 years","Total people, ethnic group","Male","2006",5350,
"Northland region","40-44 years","Total people, ethnic group","Female","2006",5970,
"Auckland region","40-44 years","Total people, ethnic group","Male","2006",53510,
"Auckland region","40-44 years","Total people, ethnic group","Female","2006",56540,
"Waikato region","40-44 years","Total people, ethnic group","Male","2006",13920,
"Waikato region","40-44 years","Total people, ethnic group","Female","2006",14990,
"Bay of Plenty region","40-44 years","Total people, ethnic group","Male","2006",9340,
"Bay of Plenty region","40-44 years","Total people, ethnic group","Female","2006",10360,
"Gisborne region","40-44 years","Total people, ethnic group","Male","2006",1560,
"Gisborne region","40-44 years","Total people, ethnic group","Female","2006",1710,
"Hawke's Bay region","40-44 years","Total people, ethnic group","Male","2006",5400,
"Hawke's Bay region","40-44 years","Total people, ethnic group","Female","2006",6000,
"Taranaki region","40-44 years","Total people, ethnic group","Male","2006",3940,
"Taranaki region","40-44 years","Total people, ethnic group","Female","2006",4070,
"Manawatu-Wanganui region","40-44 years","Total people, ethnic group","Male","2006",8030,
"Manawatu-Wanganui region","40-44 years","Total people, ethnic group","Female","2006",8620,
"Wellington region","40-44 years","Total people, ethnic group","Male","2006",17760,
"Wellington region","40-44 years","Total people, ethnic group","Female","2006",18900,
"Tasman region","40-44 years","Total people, ethnic group","Male","2006",1780,
"Tasman region","40-44 years","Total people, ethnic group","Female","2006",1930,
"Nelson region","40-44 years","Total people, ethnic group","Male","2006",1680,
"Nelson region","40-44 years","Total people, ethnic group","Female","2006",1860,
"Marlborough region","40-44 years","Total people, ethnic group","Male","2006",1540,
"Marlborough region","40-44 years","Total people, ethnic group","Female","2006",1680,
"West Coast region","40-44 years","Total people, ethnic group","Male","2006",1330,
"West Coast region","40-44 years","Total people, ethnic group","Female","2006",1320,
"Canterbury region","40-44 years","Total people, ethnic group","Male","2006",20080,
"Canterbury region","40-44 years","Total people, ethnic group","Female","2006",21410,
"Otago region","40-44 years","Total people, ethnic group","Male","2006",7060,
"Otago region","40-44 years","Total people, ethnic group","Female","2006",7430,
"Southland region","40-44 years","Total people, ethnic group","Male","2006",3640,
"Southland region","40-44 years","Total people, ethnic group","Female","2006",3750,
"Northland region","45-49 years","Total people, ethnic group","Male","2006",5510,
"Northland region","45-49 years","Total people, ethnic group","Female","2006",5980,
"Auckland region","45-49 years","Total people, ethnic group","Male","2006",47830,
"Auckland region","45-49 years","Total people, ethnic group","Female","2006",50200,
"Waikato region","45-49 years","Total people, ethnic group","Male","2006",13760,
"Waikato region","45-49 years","Total people, ethnic group","Female","2006",14350,
"Bay of Plenty region","45-49 years","Total people, ethnic group","Male","2006",9270,
"Bay of Plenty region","45-49 years","Total people, ethnic group","Female","2006",10000,
"Gisborne region","45-49 years","Total people, ethnic group","Male","2006",1630,
"Gisborne region","45-49 years","Total people, ethnic group","Female","2006",1750,
"Hawke's Bay region","45-49 years","Total people, ethnic group","Male","2006",5450,
"Hawke's Bay region","45-49 years","Total people, ethnic group","Female","2006",5740,
"Taranaki region","45-49 years","Total people, ethnic group","Male","2006",3820,
"Taranaki region","45-49 years","Total people, ethnic group","Female","2006",4150,
"Manawatu-Wanganui region","45-49 years","Total people, ethnic group","Male","2006",8100,
"Manawatu-Wanganui region","45-49 years","Total people, ethnic group","Female","2006",8370,
"Wellington region","45-49 years","Total people, ethnic group","Male","2006",16480,
"Wellington region","45-49 years","Total people, ethnic group","Female","2006",17280,
"Tasman region","45-49 years","Total people, ethnic group","Male","2006",1890,
"Tasman region","45-49 years","Total people, ethnic group","Female","2006",1960,
"Nelson region","45-49 years","Total people, ethnic group","Male","2006",1730,
"Nelson region","45-49 years","Total people, ethnic group","Female","2006",1860,
"Marlborough region","45-49 years","Total people, ethnic group","Male","2006",1710,
"Marlborough region","45-49 years","Total people, ethnic group","Female","2006",1740,
"West Coast region","45-49 years","Total people, ethnic group","Male","2006",1420,
"West Coast region","45-49 years","Total people, ethnic group","Female","2006",1300,
"Canterbury region","45-49 years","Total people, ethnic group","Male","2006",19690,
"Canterbury region","45-49 years","Total people, ethnic group","Female","2006",20260,
"Otago region","45-49 years","Total people, ethnic group","Male","2006",7220,
"Otago region","45-49 years","Total people, ethnic group","Female","2006",7420,
"Southland region","45-49 years","Total people, ethnic group","Male","2006",3590,
"Southland region","45-49 years","Total people, ethnic group","Female","2006",3650,
"Northland region","50-54 years","Total people, ethnic group","Male","2006",5240,
"Northland region","50-54 years","Total people, ethnic group","Female","2006",5330,
"Auckland region","50-54 years","Total people, ethnic group","Male","2006",39810,
"Auckland region","50-54 years","Total people, ethnic group","Female","2006",41500,
"Waikato region","50-54 years","Total people, ethnic group","Male","2006",12160,
"Waikato region","50-54 years","Total people, ethnic group","Female","2006",12450,
"Bay of Plenty region","50-54 years","Total people, ethnic group","Male","2006",8260,
"Bay of Plenty region","50-54 years","Total people, ethnic group","Female","2006",8900,
"Gisborne region","50-54 years","Total people, ethnic group","Male","2006",1520,
"Gisborne region","50-54 years","Total people, ethnic group","Female","2006",1470,
"Hawke's Bay region","50-54 years","Total people, ethnic group","Male","2006",4860,
"Hawke's Bay region","50-54 years","Total people, ethnic group","Female","2006",5130,
"Taranaki region","50-54 years","Total people, ethnic group","Male","2006",3540,
"Taranaki region","50-54 years","Total people, ethnic group","Female","2006",3480,
"Manawatu-Wanganui region","50-54 years","Total people, ethnic group","Male","2006",7020,
"Manawatu-Wanganui region","50-54 years","Total people, ethnic group","Female","2006",7430,
"Wellington region","50-54 years","Total people, ethnic group","Male","2006",13920,
"Wellington region","50-54 years","Total people, ethnic group","Female","2006",14590,
"Tasman region","50-54 years","Total people, ethnic group","Male","2006",1730,
"Tasman region","50-54 years","Total people, ethnic group","Female","2006",1670,
"Nelson region","50-54 years","Total people, ethnic group","Male","2006",1520,
"Nelson region","50-54 years","Total people, ethnic group","Female","2006",1660,
"Marlborough region","50-54 years","Total people, ethnic group","Male","2006",1560,
"Marlborough region","50-54 years","Total people, ethnic group","Female","2006",1570,
"West Coast region","50-54 years","Total people, ethnic group","Male","2006",1300,
"West Coast region","50-54 years","Total people, ethnic group","Female","2006",1080,
"Canterbury region","50-54 years","Total people, ethnic group","Male","2006",17590,
"Canterbury region","50-54 years","Total people, ethnic group","Female","2006",17970,
"Otago region","50-54 years","Total people, ethnic group","Male","2006",6600,
"Otago region","50-54 years","Total people, ethnic group","Female","2006",6430,
"Southland region","50-54 years","Total people, ethnic group","Male","2006",3280,
"Southland region","50-54 years","Total people, ethnic group","Female","2006",3060,
"Northland region","55-59 years","Total people, ethnic group","Male","2006",4990,
"Northland region","55-59 years","Total people, ethnic group","Female","2006",5080,
"Auckland region","55-59 years","Total people, ethnic group","Male","2006",35500,
"Auckland region","55-59 years","Total people, ethnic group","Female","2006",36510,
"Waikato region","55-59 years","Total people, ethnic group","Male","2006",11170,
"Waikato region","55-59 years","Total people, ethnic group","Female","2006",11710,
"Bay of Plenty region","55-59 years","Total people, ethnic group","Male","2006",7770,
"Bay of Plenty region","55-59 years","Total people, ethnic group","Female","2006",8210,
"Gisborne region","55-59 years","Total people, ethnic group","Male","2006",1330,
"Gisborne region","55-59 years","Total people, ethnic group","Female","2006",1300,
"Hawke's Bay region","55-59 years","Total people, ethnic group","Male","2006",4800,
"Hawke's Bay region","55-59 years","Total people, ethnic group","Female","2006",4980,
"Taranaki region","55-59 years","Total people, ethnic group","Male","2006",3290,
"Taranaki region","55-59 years","Total people, ethnic group","Female","2006",3280,
"Manawatu-Wanganui region","55-59 years","Total people, ethnic group","Male","2006",6610,
"Manawatu-Wanganui region","55-59 years","Total people, ethnic group","Female","2006",6840,
"Wellington region","55-59 years","Total people, ethnic group","Male","2006",13100,
"Wellington region","55-59 years","Total people, ethnic group","Female","2006",13340,
"Tasman region","55-59 years","Total people, ethnic group","Male","2006",1680,
"Tasman region","55-59 years","Total people, ethnic group","Female","2006",1670,
"Nelson region","55-59 years","Total people, ethnic group","Male","2006",1450,
"Nelson region","55-59 years","Total people, ethnic group","Female","2006",1480,
"Marlborough region","55-59 years","Total people, ethnic group","Male","2006",1640,
"Marlborough region","55-59 years","Total people, ethnic group","Female","2006",1640,
"West Coast region","55-59 years","Total people, ethnic group","Male","2006",1170,
"West Coast region","55-59 years","Total people, ethnic group","Female","2006",1070,
"Canterbury region","55-59 years","Total people, ethnic group","Male","2006",16520,
"Canterbury region","55-59 years","Total people, ethnic group","Female","2006",16870,
"Otago region","55-59 years","Total people, ethnic group","Male","2006",6100,
"Otago region","55-59 years","Total people, ethnic group","Female","2006",6160,
"Southland region","55-59 years","Total people, ethnic group","Male","2006",2940,
"Southland region","55-59 years","Total people, ethnic group","Female","2006",2760,
"Northland region","60-64 years","Total people, ethnic group","Male","2006",4080,
"Northland region","60-64 years","Total people, ethnic group","Female","2006",4250,
"Auckland region","60-64 years","Total people, ethnic group","Male","2006",26510,
"Auckland region","60-64 years","Total people, ethnic group","Female","2006",27720,
"Waikato region","60-64 years","Total people, ethnic group","Male","2006",8840,
"Waikato region","60-64 years","Total people, ethnic group","Female","2006",9260,
"Bay of Plenty region","60-64 years","Total people, ethnic group","Male","2006",6340,
"Bay of Plenty region","60-64 years","Total people, ethnic group","Female","2006",6730,
"Gisborne region","60-64 years","Total people, ethnic group","Male","2006",970,
"Gisborne region","60-64 years","Total people, ethnic group","Female","2006",960,
"Hawke's Bay region","60-64 years","Total people, ethnic group","Male","2006",3680,
"Hawke's Bay region","60-64 years","Total people, ethnic group","Female","2006",3720,
"Taranaki region","60-64 years","Total people, ethnic group","Male","2006",2570,
"Taranaki region","60-64 years","Total people, ethnic group","Female","2006",2580,
"Manawatu-Wanganui region","60-64 years","Total people, ethnic group","Male","2006",5220,
"Manawatu-Wanganui region","60-64 years","Total people, ethnic group","Female","2006",5470,
"Wellington region","60-64 years","Total people, ethnic group","Male","2006",9700,
"Wellington region","60-64 years","Total people, ethnic group","Female","2006",10070,
"Tasman region","60-64 years","Total people, ethnic group","Male","2006",1310,
"Tasman region","60-64 years","Total people, ethnic group","Female","2006",1260,
"Nelson region","60-64 years","Total people, ethnic group","Male","2006",1050,
"Nelson region","60-64 years","Total people, ethnic group","Female","2006",1090,
"Marlborough region","60-64 years","Total people, ethnic group","Male","2006",1380,
"Marlborough region","60-64 years","Total people, ethnic group","Female","2006",1320,
"West Coast region","60-64 years","Total people, ethnic group","Male","2006",880,
"West Coast region","60-64 years","Total people, ethnic group","Female","2006",850,
"Canterbury region","60-64 years","Total people, ethnic group","Male","2006",12490,
"Canterbury region","60-64 years","Total people, ethnic group","Female","2006",12750,
"Otago region","60-64 years","Total people, ethnic group","Male","2006",4620,
"Otago region","60-64 years","Total people, ethnic group","Female","2006",4590,
"Southland region","60-64 years","Total people, ethnic group","Male","2006",2240,
"Southland region","60-64 years","Total people, ethnic group","Female","2006",2130,
"Northland region","65-69 years","Total people, ethnic group","Male","2006",3800,
"Northland region","65-69 years","Total people, ethnic group","Female","2006",3580,
"Auckland region","65-69 years","Total people, ethnic group","Male","2006",20570,
"Auckland region","65-69 years","Total people, ethnic group","Female","2006",21980,
"Waikato region","65-69 years","Total people, ethnic group","Male","2006",7470,
"Waikato region","65-69 years","Total people, ethnic group","Female","2006",7750,
"Bay of Plenty region","65-69 years","Total people, ethnic group","Male","2006",5700,
"Bay of Plenty region","65-69 years","Total people, ethnic group","Female","2006",6190,
"Gisborne region","65-69 years","Total people, ethnic group","Male","2006",800,
